report_id,report_type,timestamp,location,department,equipment,raw_text,cleaned_text,metadata,sif_label,hazard_category,severity,immediate_action,intervention,corrective_action,preventive_action,work_stopped
b0b6d6b8-10a4-49ac-b275-0634febd2744,Unsafe Act,,Refinery Sector 4,,Compressor,"During maintenance of the Compressor at Refinery Sector 4, the technician started work without isolating the equipment. The Compressor was still energized.","During maintenance of the Compressor at Refinery Sector 4, the technician started work without isolating the equipment. The Compressor was still energized.",{},YES,Working at Height,CRITICAL,reported to supervisor,colleague intervened,replaced equipment,retrained staff,
dd8f0513-ea63-4cbc-9f0d-c7344b880f38,Near Miss,,Unit B,,Compressor,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,{},YES,Pressure,CRITICAL,stopped work,colleague intervened,replaced equipment,updated procedures,True
088d4783-01dd-4f40-a5b3-bb0df6f76faf,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Manual Handling,LOW,reported to supervisor,colleague intervened,cleaned up,updated procedures,False
6b62481c-0176-4080-8e5a-387bd8ba24d2,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Manual Handling,LOW,reported to supervisor,colleague intervened,cleaned up,updated procedures,False
9db6774f-ad4b-46c4-a86a-552291ebed5c,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,stopped work,supervisor intervened,,updated procedures,
50564ce4-d27f-4ba8-b8b8-30eb59b1f4d6,Unsafe Act,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Working at Height,MEDIUM,,colleague intervened,cleaned up,,False
d92b785b-16d2-4a16-a0b5-e50e8db45554,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Pressure,MEDIUM,,supervisor intervened,,retrained staff,False
86e03c2b-fc6d-47a2-a8df-931f225574fc,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Pressure,MEDIUM,,supervisor intervened,,retrained staff,False
87d00f6b-9777-424b-9534-e286d3c21b9b,Unsafe Condition,,Refinery Sector 4,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Pressure,LOW,,,cleaned up,retrained staff,
48f1b7b7-0434-41e9-9858-6a5f41e29922,Unsafe Act,,Offshore Platform 1,,Valve,,,{},NO,Manual Handling,LOW,stopped work,colleague intervened,cleaned up,,
209da122-3146-47e2-b04f-c0a0329dabfe,Unsafe Act,,Offshore Platform 1,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,MEDIUM,reported to supervisor,,,retrained staff,False
76a1dfa6-4be2-4440-8f19-292e2d6baae9,Unsafe Condition,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,LOW,,colleague intervened,replaced equipment,retrained staff,False
d73ddc6f-e499-4b14-8fe0-1b789f9612c2,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,LOW,reported to supervisor,colleague intervened,cleaned up,,True
fcaf8c1a-a5ff-4a8e-9166-f3d48c94a3f0,Unsafe Act,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Manual Handling,LOW,stopped work,supervisor intervened,,retrained staff,
f7d9c1be-42a1-48bc-a96f-47696ec2395a,Unsafe Act,,Refinery Sector 4,,Pump,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Pressure,MEDIUM,,,cleaned up,,True
6af6ca6f-825e-4000-ad0f-6942c83794eb,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,MEDIUM,reported to supervisor,colleague intervened,,retrained staff,
50ee22ef-4eba-4989-90b9-6da67670b81a,Unsafe Act,,Unit B,,Electrical Panel,,,{},NO,Working at Height,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,retrained staff,
02ef97dd-5e08-4f89-8c18-59dfd641d457,Unsafe Act,,Unit B,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,reported to supervisor,supervisor intervened,,updated procedures,True
3be6150a-588d-479c-890b-59423ebbc60d,Unsafe Condition,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Slips/Trips,LOW,,supervisor intervened,replaced equipment,updated procedures,
d0de358e-2159-4f34-9fda-9533a7af4bae,Unsafe Act,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Pressure,MEDIUM,,,,,True
f6067eb1-6d7b-4c7c-a22f-50427f0aa4b2,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,{},NO,Confined Space,MEDIUM,,supervisor intervened,,updated procedures,True
1e603297-6652-44fe-937c-878481f405d7,Unsafe Condition,,Unit A,,Electrical Panel,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,{},NO,Working at Height,LOW,,colleague intervened,replaced equipment,,
a47659c7-b86c-43b7-9a5a-8334fb2d1f0a,Unsafe Condition,,Unit B,,Pump,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,stopped work,,,retrained staff,True
7daba1a3-5065-4800-8572-0e92420b5ddb,Unsafe Condition,,Refinery Sector 4,,Compressor,Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,stopped work,supervisor intervened,cleaned up,,
ffe3102d-a7bb-4648-8ff6-73f7b589e457,Unsafe Condition,,Unit A,,Heat Exchanger,,,{},NO,Pressure,LOW,stopped work,,,,
c29bffff-f955-4a7f-ad70-fdec1725d62d,Unsafe Act,,Unit B,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Energy Isolation,LOW,reported to supervisor,,cleaned up,,False
58694b84-b5b0-4bc5-afd5-8e2ae07c3649,Unsafe Condition,,Unit A,,Compressor,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Small oil spill near Compressor at Unit A. Cleaned up promptly.,{},NO,Electrical,LOW,reported to supervisor,,cleaned up,retrained staff,
23fb357a-2efc-4098-acf7-b585ea00dd52,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,{},NO,Energy Isolation,LOW,,supervisor intervened,replaced equipment,updated procedures,False
b55d3f8b-adb4-4da6-8f83-bfa0aebc215d,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,True
d3eb3e2a-2ca7-414c-bd94-463309385d55,Unsafe Condition,,Unit A,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Energy Isolation,LOW,reported to supervisor,colleague intervened,,,
1582ef3c-65ac-46d1-851a-e0cfd5efc95a,Unsafe Act,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Energy Isolation,LOW,,supervisor intervened,,,
77913a5a-9639-4789-a37f-494c8f0afdf9,Unsafe Act,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Energy Isolation,LOW,,supervisor intervened,,,
0d6d75eb-2a58-4ce5-9032-54da292112e2,Unsafe Condition,,Unit A,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Manual Handling,LOW,,,cleaned up,updated procedures,
9a1b57f0-9c50-46a3-a463-7ff686890a26,Unsafe Act,,Offshore Platform 1,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,MEDIUM,,supervisor intervened,replaced equipment,,
66855e6c-a99e-432d-ab77-e6d44de196da,Unsafe Act,,Offshore Platform 1,,Pump,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Electrical,MEDIUM,,,replaced equipment,retrained staff,
52a11188-1349-4ab3-8ab0-3d2a091bf461,Unsafe Condition,,Refinery Sector 4,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,,cleaned up,updated procedures,
a57b313e-9de9-4ded-bc71-13459e46351e,Unsafe Act,,Unit A,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Manual Handling,LOW,stopped work,colleague intervened,replaced equipment,updated procedures,False
310f34fc-5bc9-4fd0-ad12-2c662ac2ed36,Unsafe Condition,,Refinery Sector 4,,Compressor,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Working at Height,LOW,,colleague intervened,,,
800d595a-10dd-410b-ad0e-0223a4adeb15,Unsafe Condition,,Unit A,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,LOW,stopped work,colleague intervened,replaced equipment,updated procedures,False
671f914c-bacc-470b-ba1a-e99bccc56361,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Energy Isolation,LOW,stopped work,colleague intervened,replaced equipment,retrained staff,False
4553fbc7-a645-40a1-ba58-35e9da139fae,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Working at Height,LOW,,supervisor intervened,cleaned up,,True
1fd0d803-3074-469f-98da-b983ca8ba931,Unsafe Condition,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,False
a59f689f-40ed-41c0-b727-ff793b156153,Unsafe Condition,,Offshore Platform 1,,Electrical Panel,<div><p>Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.</p></div>,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Slips/Trips,LOW,reported to supervisor,supervisor intervened,replaced equipment,,False
4d245731-fdbc-49bb-a0a8-7d232ef27233,Unsafe Act,,Offshore Platform 1,,Compressor,Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,{},NO,Confined Space,MEDIUM,,,replaced equipment,retrained staff,True
f7f79e10-62ff-4422-a0ce-8f8fca351239,Unsafe Act,,Offshore Platform 1,,Compressor,Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,{},NO,Confined Space,MEDIUM,,,replaced equipment,retrained staff,True
ee525b4d-4aa5-400a-ac0f-38fbb71b82ef,Unsafe Act,,Unit B,,Pump,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,MEDIUM,reported to supervisor,colleague intervened,,,
583cb2d6-3819-4cd5-a7b2-42cc875378ab,Near Miss,,Unit B,,Heat Exchanger,"During maintenance of the Heat Exchanger at Unit B, the technician started work without isolating the equipment. The Heat Exchanger was still energized.","During maintenance of the Heat Exchanger at Unit B, the technician started work without isolating the equipment. The Heat Exchanger was still energized.",{},YES,Confined Space,HIGH,stopped work,supervisor intervened,,updated procedures,False
39238ef6-60e1-48d5-a26e-5fc75150db0f,Unsafe Act,,Unit A,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Pressure,LOW,,,,retrained staff,
c04d77fb-184b-441f-918f-21fcbb5777ef,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,MEDIUM,stopped work,colleague intervened,replaced equipment,retrained staff,
66375088-a74a-43ec-a67f-939d1ddf0e92,Unsafe Act,,Unit A,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Confined Space,MEDIUM,stopped work,colleague intervened,,,
9f475b4a-94d8-4815-abd5-4bc411633bb3,Unsafe Act,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,LOW,stopped work,supervisor intervened,,retrained staff,True
